email_text,screenshot,URL,multipleURLs,subject
"

Re: [SM-USERS] strange content coming from outlook to squirrelmail

Re: [SM-USERS] strange content coming from outlook to squirrelmail
On Thu, Feb 21, 2008 at 6:35 PM, Daminto Lie  wrote:
>
> Hi,
>
> I was wondering if i could get some help. I got the following content in my
> squirrelmail 1.4.6.

Your webmail has numerous known (published) security exploits.  You
really should upgrade.

> It is from outlook invitation. obviously, it's not just
> a normal email. Is there any plugins that would convert this to normal text
> just like any other ordinary emails?
>
> BEGIN:VCALENDAR

It's a calendar entry.  You can try to install the Shared Calendars
plugin and import the code into your calendar.  In the future, that
plugin might try to grab attachments like this automatically.


> PRODID:-//Microsoft Corporation//Outlook 11.0 MIMEDIR//EN
> VERSION:2.0
> METHOD:REQUEST
> BEGIN:VEVENT
> ATTENDEE;ROLE=REQ-PARTICIPANT;RSVP=TRUE:MAILTO:...
> ORGANIZER:MAILTO:...
> DTSTART:20080222T040000Z
> DTEND:20080222T043000Z
> TRANSP:OPAQUE
> SEQUENCE:0
> UID:040000008200E00074C5B7101A82E00800000000805419315675C8010000000000000000100
> 0000095F8F3AAF2BCCF4A8F93898A6554AB3A
> DTSTAMP:20080222T022403Z
> DESCRIPTION:When: Friday\\, 22 February 2008 3:00 PM-3:30 PM (GMT+10:00)
>   Canberra\\, Melbourne\\, Sydney.\\n\\n*~*~*~*~*~*~*~*~*~*\\n\\nSecond reminder:
>   meeting today\\n
> SUMMARY:Testing meeting
> PRIORITY:5
> X-MICROSOFT-CDO-IMPORTANCE:1
> CLASS:PUBLIC
> BEGIN:VALARM
> TRIGGER:-PT15M
> ACTION:DISPLAY
> DESCRIPTION:Reminder
> END:VALARM
> END:VEVENT
> END:VCALENDAR
>
> Thank you in advance
>
>  ________________________________
>  Get the name you always wanted with the new y7mail email address.
> 
>  This SF.net email is sponsored by: Microsoft
>  Defy all challenges. Microsoft(R) Visual Studio 2008.
>  
> 
>  squirrelmail-users mailing list
>  Posting guidelines: http://squirrelmail.org/postingguidelines
>  List address: bspsggvwcfmo-bvbmb@lists.sourceforge.net
>  List archives: http://news.gmane.org/gmane.mail.squirrelmail.user
>  List info (subscribe/unsubscribe/change options):
> https://lists.sourceforge.net/lists/listinfo/squirrelmail-users
>





",10.png,http://squirrelmail.org/postingguidelines,1,11868.html
"

Confirm reset of password for Tracker

Confirm reset of password for Tracker

Someone, perhaps you, has requested that the password be changed for your
username, ""anadelonbrin"". If you wish to proceed with the change, please follow
the link below:

  http://bugs.python.org/user?@template=forgotten&@action=passrst&otk=2XFcrBLUrTrEuQ3wAZtOQR07jhT3xMGg

You should then receive another email with the new password.






",11.png,http://bugs.python.org/user?@template=forgotten&@action=passrst&otk=2XFcrBLUrTrEuQ3wAZtOQR07jhT3xMGg,0,1210.html
"

Please confirm story about Sarah O'Reilly.

Please confirm story about Sarah O'Reilly.
Tony Meyer

Sarah O'Reilly has written a story about how you know one another. Please click below to confirm this story:

http://www.bebo.com/confirmstory/11139380

....................................................................
Please do not reply directly to this email. Questions? Contact us - http://www.bebo.com/contactus 

To unsubscribe from this type of email please click here - http://www.bebo.com/a/nostory/11824883a624184775 

Bebo, Inc., 795 Folsom St, 6th Floor, San Francisco, CA 94107, USA.





",12.png,http://www.bebo.com/confirmstory/11139380,1,12935.html
"

35 new messages in 17 topics - abridged

35 new messages in 17 topics - abridged
 
news.admin.net-abuse.email
http://groups.google.com/group/news.admin.net-abuse.email?hl=en

Today's most active topics:

* Hotmail Email Headers Validity - 7 new
  http://groups.google.com/group/news.admin.net-abuse.email/t/1035586f1f2901de?hl=en
* This idiot replies three years later - 4 new
  http://groups.google.com/group/news.admin.net-abuse.email/t/4da464f378815743?hl=en
* Orange County Limousines - 3 new
  http://groups.google.com/group/news.admin.net-abuse.email/t/2c86b7917075b362?hl=en
* Brian Bruns Threatens The Wrong Person! - 3 new
  http://groups.google.com/group/news.admin.net-abuse.email/t/282c82f4c860476e?hl=en
* Obama Spam? - 3 new
  http://groups.google.com/group/news.admin.net-abuse.email/t/9fb90714f711356b?hl=en




Active Topics
-------------

2008-02-23: TW 34.0%, AS3462 (TW) 30.0%, 118.169.0.0/16 (TW:AS3462) 30.0% - 1 
new
---
It is another *presentation format* with added per country and ASN summaries 
of data published at [link] * ASN info: asn.routeviews.org [link] * Country 
info: zz.countries.nerd.dk [link] Top 200 targets of spamcop.net spam reports -
 Sat, Feb 23 2008 12:38 am 
1 message, 1 author
http://groups.google.com/group/news.admin.net-abuse.email/t/eb201052e987f2b8?hl=en


Problem to send mail to hotmail, yahoo, ecc - 2 new
---------------------------------------------------
.I'm not a spammer and it's all ok, but I don'i understand how I can remove 
these problems. Can I request a new control for remove my ip from their 
blacklist? - Sat, Feb 23 2008 12:47 am 
2 messages , 2 authors
http://groups.google.com/group/news.admin.net-abuse.email/t/6d5db90ac3465d1e?hl=en


Hotmail Email Headers Validity - 7 new
--------------------------------------
I'm involved in a civil lawsuit with a doctor. There's currently an issue 
concerning when the patient died. The doctor's patient record suggests the 
patient died on a Saturday while I'm claiming the patient died the day before,
on a Friday. Interestingly, after the patient died I had sent out several 
emails, - Sat, Feb 23 2008 1:19 am 
7 messages , 6 authors
http://groups.google.com/group/news.admin.net-abuse.email/t/1035586f1f2901de?hl=en


Orange County Limousines - 3 new
--------------------------------
AIS limousines was the best company in orange County hands down for limousine 
services their phone number is 714-556-7090 here is their website [link] - Sat,
 Feb 23 2008 2:36 am 
3 messages , 3 authors
http://groups.google.com/group/news.admin.net-abuse.email/t/2c86b7917075b362?hl=en


tylirsp@charter.net: WINNING DATE: 21st february 2008 - 1 new
-------------------------------------------------------------
 - Sat, Feb 23 2008 3:15 am 
1 message, 1 author
http://groups.google.com/group/news.admin.net-abuse.email/t/dd15056744e64aee?hl=en


Liquidweb spewing Russian spam again - 1 new
--------------------------------------------
.Just an update, I've been corresponding with Liquidweb now for over a week 
and there has been zero effective action done. The spams continue from 209.59.
164.26. Block on sight. Thane - Sat, Feb 23 2008 4:34 am 
1 message, 1 author
http://groups.google.com/group/news.admin.net-abuse.email/t/649b382a010d1a31?hl=en


Forgeries Under My Name - 1 new
-------------------------------
Give ""xeno"" aka ""shyx"" joy for making a rational argument. A false & stupid 
one but, still, rational. I use the harsh word ""stupid"" because shyx and I 
have been talking for years. He's had plenty of time to review the evidence. ""
Stupid"" means refusing to learn what's needed vs ""ignorant"" which we all are 
about diserdat & therefore require - Sat, Feb 23 2008 4:52 am 
1 message, 1 author
http://groups.google.com/group/news.admin.net-abuse.email/t/0b92a40f7d3d3fe4?hl=en


Scott Richter - CBS Evening News - Ringaza - Cellphone Ringtone Fraud - 2 new
-----------------------------------------------------------------------------
On Fri, 22 Feb 2008 17:30:34 -0800, ""DGDevin"" ...Several of the UK's larger 
ISP's are talking about signing with a company called Phorm, to provde  
targeted pop up ads. [link] They have a UK London base but I think also US is 
the mother ship. Seems at least one of the exec's was hauled over the coals 
for malware - Sat, Feb 23 2008 8:06 am 
2 messages , 2 authors
http://groups.google.com/group/news.admin.net-abuse.email/t/3f5f3406634bcc5c?hl=en


The Green Gate / Arabic Language Learning System - 1 new
--------------------------------------------------------
If you learn languages as a hobby in your extreme part time or focusing on 
learning Arabic to achieve something of your own, you will find those sites 
very helpful to you. Online learning, Arabic schools, preparing for your visit
to Middle East, Books and software packages are all available in those 
websites: - Sat, Feb 23 2008 8:42 am 
1 message, 1 author
http://groups.google.com/group/news.admin.net-abuse.email/t/76e2a20963d3f5a0?hl=en


This idiot replies three years later - 4 new
--------------------------------------------
. I googled ""speed of electricity."" - Sat, Feb 23 2008 9:46 am 
4 messages , 2 authors
http://groups.google.com/group/news.admin.net-abuse.email/t/4da464f378815743?hl=en


Obama Spam? - 3 new
-------------------
.I gotta agree. But see later below. ...Indeed, now that you point it out, 
it's obvious! Why didn't the rest of us see it? I guess we were all blinded by
our anger over our mailboxes getting flooded with Obama's spam. (I got some 
too, but I don't want to reveal my e-mail address in public, nor the - Sat, 
Feb 23 2008 10:12 am 
3 messages , 2 authors
http://groups.google.com/group/news.admin.net-abuse.email/t/9fb90714f711356b?hl=en


spammer domains 23 Feb 08 - 1 new
---------------------------------
Sites found as of 2/23/2008 4:45:29 PM CST csv format with header ---- Domain,
IP, DNS, Registrar boomsbrokenailed.com,[79.135.1 66.138],FUSCADNS.COM,XIN NET
TECHNOLOGY CORPORATION bowsemixedgamed.com,[79.135.16 6.138],FUSCADNS.COM,XIN 
NET TECHNOLOGY CORPORATION chinklooseskite.com,[79.135.16 6.138],FUSCADNS.COM,
XIN NET TECHNOLOGY CORPORATION - Sat, Feb 23 2008 2:45 pm 
1 message, 1 author
http://groups.google.com/group/news.admin.net-abuse.email/t/71f745e6007e9c98?hl=en


( - 1 new
---------
On Sat, 23 Feb 2008 15:17:18 -0800 (PST), SneakyP ...So tell one of these 
people. NEW DREAM NETWORK LLC Brea, CA RODRIGUEZ, MICHAEL (OWNER) BETHUNE, 
DALLAS (GENERAL PARTNER) JONES, JOSH (GENERAL PARTNER) RODRIGUEZ, MICHAEL (
REGISTERED AGENT) WEIL, SAGE (GENERAL PARTNER) sage (at) newdream.net dallas (
at) hq.newdream.net - Sat, Feb 23 2008 3:48 pm 
1 message, 1 author
http://groups.google.com/group/news.admin.net-abuse.email/t/0f3422444b12378a?hl=en


Another telemarketing cockroach, 907-746-5098 'Coastal Vacations'. - 2 new
--------------------------------------------------------------------------
James W Anderson wrote on 22. February 2008: ...No matter if email spam or 
cold calls. Whenever I find a likely valid email address (for cold callers I 
visit their web page if I can get hold on in by usually asking if they have 
one to get more infos) I add those to my sugar plum. - Sat, Feb 23 2008 5:05 
pm 
2 messages , 2 authors
http://groups.google.com/group/news.admin.net-abuse.email/t/775a51883f7cb59f?hl=en


Looking for free websit...?..Make your own website its free and soo easy - 1 
new
---
James W Anderson wrote on 23. February 2008: ...Yeah, check those web pages. 
This one seems to be a Google Adsense frauder. Complaints go to (please others
send too that I am not the only one) to adsense-abuse (at) google.com - Sat, 
Feb 23 2008 5:09 pm 
1 message, 1 author
http://groups.google.com/group/news.admin.net-abuse.email/t/17c9654b2e273a9a?hl=en


Brian Bruns Threatens The Wrong Person! - 3 new
-----------------------------------------------
.I don't know Brian Brun's home address. You might want to contact Rick 
Scoville in Texas, the CEO of the Freespeechstore. He sued Bruns once. I saw 
photos of what seems to be Brian's apartment. A disgusting bed, an old 
computer (which he needs for his cyber crimes) , cheap and homely women 
clothes and lots of bottles of booze. - Sat, Feb 23 2008 9:36 pm 
3 messages , 3 authors
http://groups.google.com/group/news.admin.net-abuse.email/t/282c82f4c860476e?hl=en


2008-02-24: TW 40.0%, AS3462 (TW) 33.0%, 118.169.0.0/16 (TW:AS3462) 33.0% - 1 
new
---
It is another *presentation format* with added per country and ASN summaries 
of data published at [link] * ASN info: asn.routeviews.org [link] * Country 
info: zz.countries.nerd.dk [link] Top 200 targets of spamcop.net spam reports -
 Sat, Feb 23 2008 11:19 pm 
1 message, 1 author
http://groups.google.com/group/news.admin.net-abuse.email/t/ab4f77133a99f0f6?hl=en



==============================================================================

You received this message because you are subscribed to the Google
Groups ""news.admin.net-abuse.email"" group.

To post to this group, send email to news.admin.net-abuse.email@googlegroups.
com or
visit http://groups.google.com/group/news.admin.net-abuse.email?hl=en

To unsubscribe from this group, send email to
ymfa.rysug.mtb-mwzsy.mfary-sugmtbmwzsy@googlegroups.com

To change the way you get mail from this group, visit:
http://groups.google.com/group/news.admin.net-abuse.email/subscribe?hl=en

To report abuse, send email explaining the problem to gqsgh@googlegroups.com

==============================================================================
Google Groups: http://groups.google.com?hl=en





",13.png,http://groups.google.com/group/news.admin.net-abuse.email?hl=en,1,13057.html
"

[PownceAPI] Pownce API Login

[PownceAPI] Pownce API Login

HI,

I'm trying out the Pownce API. And I've made a simple app that lets me
send messages to my profile through a html form. Is it possible to
make my app key ""public"" so that anybody can login to my app and post
to their own profile and not just to mine?

Thanks

/John
--~--~---------~--~----~------------~-------~--~----~
You received this message because you are subscribed to the Google Groups ""PownceAPI"" group.
To post to this group, send email to zgdjhgesv@googlegroups.com
To unsubscribe from this group, send email to ggnqhfrsh-hbqfvscggnq@googlegroups.com
For more options, visit this group at http://groups.google.com/group/pownceapi?hl=en
-~----------~----~----~----~------~----~------~--~---





",14.png,http://groups.google.com/group/pownceapi?hl=en,0,13175.html
"

Receipt for Your Payment to GoDaddy.com, Inc.

Receipt for Your Payment to GoDaddy.com, Inc.
Dear Tony Meyer,

This email confirms that you have paid GoDaddy.com, Inc.$14.30 USD using PayPal.

	The exchange rate for this purchase is 1 NZD = 0.773054USD
This credit card transaction will appear on your bill as ""PAYPAL *GODADDYCOMI"".



----------------------------------------------------------------

-----------------------------------
Payment Details
-----------------------------------

Transaction ID: 3MA231303L0670523
Item Price: $14.30 USD
Total: $14.30 USD
Invoice ID: 107646842_1430
Buyer: Tony Meyer

----------------------------------------------------------------

-----------------------------------
Billing Agreement Details
-----------------------------------


PayPal Receipt ID: B-1SG85983K6594013Y
Description of Billing Agreement: 

----------------------------------------------------------------

-----------------------------------
Funding Sources Used
-----------------------------------


Visa Card XXXX-XXXX-XXXX-4104: $18.50 NZD
Exchange Rate: 0.773054
Converted: From NZD to USD


----------------------------------------------------------------


It may take a few moments for this transaction to appear in the Recent Activity list on your Account Overview.
-----------------------------------
Business Information
-----------------------------------

Business: GoDaddy.com, Inc.
Contact E-Mail: billing@godaddy.com

If you have questions about the shipping and tracking of your purchased item or service, please contact GoDaddy.com, Inc. at billing@godaddy.com.


----------------------------------------------------------------
To reach PayPal Customer Support, call +1-402-935-2080

For more information on Billing Agreements, go to the PayPal site and click the ""Help"" link in the upper right corner. Then type ""Billing Agreements"" into the search box to find answers to your questions.


Thank you for using PayPal!
The PayPal Team

Your monthly account statement is available anytime; just log in to your account at https://www.paypal.com/nz/HISTORY. To correct any errors, please contact us through our Help Center at https://www.paypal.com/nz/HELP.Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click the Help link located in the top right corner of any PayPal page.

----------------------------------------------------------------
Copyright © 1999-2008 PayPal. All rights reserved.

Consumer advisory- PayPal Pte. Ltd., the holder of PayPal’s stored value
facility, does not require the approval of the Monetary Authority of Singapore.
Users are advised to read the terms and conditions carefully.

PayPal Email ID PP120



",15.png,https://www.paypal.com/nz/HISTORY.,1,13353.html
"

We've been waiting for you...

We've been waiting for you...
Welcome!

Thanks for registering.  You're all set up now and ready to use Animoto.  Some things you can do to get started:

  * Watch our 60-second Learn More video and a few sample Animoto videos:
      http://animoto.com/learn_more
  * Create a new video at animoto.com:
      http://animoto.com/create/
  * Watch the videos that friends have shared with you:
      http://animoto.com/play/friends_videos/

We love hearing from you, so if you ever have any comments, questions, or feedback, please don't hesitate to email us or click on ""Got Feedback?"" on the website.  We have a lot in the works, so stop by often...

Thanks for being a part of the Animoto experience!

Sincerely,

The guys at Animoto
tokahjc@animoto.com


==============  WHAT'S NEW AT ANIMOTO?!  ==============

REFERRAL PROGRAM
-- Save a friend $5 on an All-Access Pass & get 3 free months of All Access for yourself.  http://animoto.com/referrals

EXPORT VIDEOS DIRECTLY TO YOUTUBE
-- Now anyone with photos can contribute videos to YouTube. You don’t need a video camera or editing software to be part of the action.

INTRODUCING ANIMOTO ON FACEBOOK
-- On Facebook?  Check out our latest creation.  http://apps.facebook.com/animoto





",16.png,http://animoto.com/learn_more,1,14131.html
"

Receipt for Your Payment to animoto.com

Receipt for Your Payment to animoto.com
Dear Tony Meyer,

This email confirms that you have paid animoto.com$3.00 USD using PayPal.

	The exchange rate for this purchase is 1 NZD = 0.768482USD
This credit card transaction will appear on your bill as ""PAYPAL *ANIMOTO COM"".



----------------------------------------------------------------

-----------------------------------
Payment Details
-----------------------------------

Transaction ID: 0FS13217X60815233
Item Price: $3.00 USD
Total: $3.00 USD
Order Description: Animoto Video
Buyer: Tony Meyer

----------------------------------------------------------------


It may take a few moments for this transaction to appear in the Recent Activity list on your Account Overview.
-----------------------------------
Business Information
-----------------------------------

Business: animoto.com
Contact E-Mail: admin@animoto.com

-----------------------------------
Your UNCONFIRMED Address
-----------------------------------

Tony Meyer
2 Apsley Rise
Henderson Heights
Waitakere, Auckland 
0612
New Zealand

If you have questions about the shipping and tracking of your purchased item or service, please contact animoto.com at admin@animoto.com.


----------------------------------------------------------------

Thank you for using PayPal!
The PayPal Team

Your monthly account statement is available anytime; just log in to your account at https://www.paypal.com/us/HISTORY. To correct any errors, please contact us through our Help Center at https://www.paypal.com/us/HELP.Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click the Help link located in the top right corner of any PayPal page.

----------------------------------------------------------------

PayPal Email ID PP120



",17.png,https://www.paypal.com/us/HISTORY.,1,14140.html
"

Receipt for Your Payment to animoto.com

Receipt for Your Payment to animoto.com
Dear Tony Meyer,

This email confirms that you have paid animoto.com$30.00 USD using PayPal.

	The exchange rate for this purchase is 1 NZD = 0.768482USD
This credit card transaction will appear on your bill as ""PAYPAL *ANIMOTO COM"".



----------------------------------------------------------------

-----------------------------------
Payment Details
-----------------------------------

Transaction ID: 1MG955552D832682J
Item Price: $30.00 USD
Total: $30.00 USD
Order Description: Animoto All-Access Pass, one year
Buyer: Tony Meyer

----------------------------------------------------------------


It may take a few moments for this transaction to appear in the Recent Activity list on your Account Overview.
-----------------------------------
Business Information
-----------------------------------

Business: animoto.com
Contact E-Mail: admin@animoto.com

-----------------------------------
Your UNCONFIRMED Address
-----------------------------------

Tony Meyer
2 Apsley Rise
Henderson Heights
Waitakere, Auckland 
0612
New Zealand

If you have questions about the shipping and tracking of your purchased item or service, please contact animoto.com at admin@animoto.com.


----------------------------------------------------------------

Thank you for using PayPal!
The PayPal Team

Your monthly account statement is available anytime; just log in to your account at https://www.paypal.com/us/HISTORY. To correct any errors, please contact us through our Help Center at https://www.paypal.com/us/HELP.Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click the Help link located in the top right corner of any PayPal page.

----------------------------------------------------------------

PayPal Email ID PP120



",18.png,https://www.paypal.com/us/HISTORY.,1,14162.html
"

Receipt for Your Payment to ThinkGeek, Inc.

Receipt for Your Payment to ThinkGeek, Inc.
Dear Tony Meyer,

This email confirms that you have paid ThinkGeek, Inc.$113.84 USD using PayPal.

	The exchange rate for this purchase is 1 NZD = 0.760803USD
This credit card transaction will appear on your bill as ""PAYPAL *THINKGEEKIN"".



----------------------------------------------------------------

-----------------------------------
PayPal Shopping Cart Contents
-----------------------------------

Item Name: ITEM
Item Number: f785d02a
 
Quantity: 1
 
Total: $113.84 USD
 
   

Cart Subtotal: $113.84 USD
 
Cart Total: $113.84 USD
   


-----------------------------------
Payment Details
-----------------------------------

Transaction ID: 56V01405M5565251E
Item Price: $113.84 USD
Total: $113.84 USD
Buyer: Tony Meyer

----------------------------------------------------------------


It may take a few moments for this transaction to appear in the Recent Activity list on your Account Overview.
-----------------------------------
Business Information
-----------------------------------

Business: ThinkGeek, Inc.
Contact E-Mail: orders@thinkgeek.com

-----------------------------------
Your UNCONFIRMED Address
-----------------------------------

Tony Meyer
2 Apsley Rise
Henderson Heights
Waitakere, Auckland 
0612
New Zealand

If you have questions about the shipping and tracking of your purchased item or service, please contact ThinkGeek, Inc. at orders@thinkgeek.com.


----------------------------------------------------------------

Thank you for using PayPal!
The PayPal Team

Your monthly account statement is available anytime; just log in to your account at https://www.paypal.com/nz/HISTORY. To correct any errors, please contact us through our Help Center at https://www.paypal.com/nz/HELP.Please do not reply to this email. This mailbox is not monitored and you will not receive a response. For assistance, log in to your PayPal account and click the Help link located in the top right corner of any PayPal page.

----------------------------------------------------------------
Copyright © 1999-2008 PayPal. All rights reserved.

Consumer advisory- PayPal Pte. Ltd., the holder of PayPal’s stored value
facility, does not require the approval of the Monetary Authority of Singapore.
Users are advised to read the terms and conditions carefully.

PayPal Email ID PP120



",19.png,https://www.paypal.com/nz/HISTORY.,1,14518.html
"

Re: Payment information (share-it! Order no. 151597145)

Re: Payment information (share-it! Order no. 151597145)
I am an idiot, I'm sorry. My url is www.blackpebbles.co.uk not 
www,blackpebbles.co.uk

can you sort it out please?

Thanks

Mark
----- Original Message ----- 
From: ""share-it! Notification"" 
To: 
Sent: Sunday, September 16, 2007 2:01 AM
Subject: Payment information (share-it! Order no. 151597145)


> ****************************************************************************
> share-it! Order number: 151597145
> ****************************************************************************
> This e-mail was generated by a mail handling system. Please do not reply
> to the address listed in the ""From"" field.
> Please read the CUSTOMER SERVICE section for answers to your questions.
> ****************************************************************************
>
> Dear Mr. walker,
>
> Thank you for placing an order with share-it!.
>
> We have received your order and your UK Maestro card has been authorized 
> by
> your bank.
> Please note that ""WWW.ELEMENT5.INFO"" will appear on your debit card
> statement, and not the name of the publisher (Klika d.o.o.).
>
> You will receive detailed information on the shipment in a separate e-mail
> that was sent at the same time as this e-mail.
>
>
> The PDF attachment to this e-mail includes an invoice for your order.
>
> ****************************************************************************
> TECHNICAL SUPPORT
>
> If you have any content-related or technical questions about the product,
> please contact Klika d.o.o. directly.
> You can contact the publisher at the following e-mail address:
> pvosgpr@triptracker.net
>
> ****************************************************************************
> CUSTOMER SERVICE
>
> Answers to the most frequently asked questions / Contact:
> http://ccc.shareit.com/ccc/?languageid=1&pid=151597145
>
> Your order data:
> https://ccc.shareit.com/ccc/my_account.html?languageid=1&pid=151597145
>
> Viewing PDF documents:
> You can download Adobe Reader free of charge from the following location:
> http://www.adobe.com/products/acrobat/readermain.html
>
> General terms and conditions of business:
> http://www.shareit.com/termsconditions.html?p=151597145d5ae1f774c6d69
>
> Sincerely,
> Your share-it! team
> _____________________________________________________________________
>
> share-it! - a service of digital river - www.shareit.com
> Digital River GmbH
> Vogelsanger Str. 78, D-50823 Cologne, Germany
> CEO: John Strosahl
> Corporate Headquarters: Cologne / HRB 56188 / Cologne Local Court
> _____________________________________________________________________
>





",20.png,http://ccc.shareit.com/ccc/?languageid=1&pid=151597145,1,14946.html
"

Activate your Webby People's Voice Account to Vote!

Activate your Webby People's Voice Account to Vote!
















Your Chance to Vote for the Best of the Internet in 2008 including Websites, Advertising, Film/Video and Mobile.
Over 100 Categories including: NetArt, Retail, Comedy, Viral, Banners, Sports and more!
Activate Your Account
Thank you for registering for the 12th Annual Webby People's Voice Awards, presented by Nokia. Your username and activation code are below.
Please visit this url to activate your account and begin voting:
http://pv.webbyawards.com/account/activate/5f9e95dc5442c13ce2cad6993279368cf89570b5

Username:tonyandrewmeyer
Activation Code:5f9e95dc5442c13ce2cad6993279368cf89570b5

Or visit this url, http://pv.webbyawards.com/account/activate/ and enter your activation code manually.
Activate Your Account
		pv.webbyawards.com




A Word From Our Sponsor Nokia

				  Check out Share on Ovi, a new free personal media sharing community from Nokia that makes it easy to upload, manage and share personal media through a mobile, desktop or other connected device. Share on Ovi offers a community where you can socialize, interact and collaborate and is designed for more than 100 different media types with unlimited storage and unlimited monthly uploads. Visit http://share.ovi.com.
				  








",21.png,http://pv.webbyawards.com/account/activate/5f9e95dc5442c13ce2cad6993279368cf89570b5,1,15163.html
"

RingtoneFeeder.com - Payment receipt and setup information

RingtoneFeeder.com - Payment receipt and setup information

Dear Tony Meyer,

Thank you for subscribing to RingtoneFeeder, please find order details below:

Your Invoice Number 78393 from 04/29/2008

Product/Subscription Title                         Price
-----------------------------------------------------------
Monthly subscription                               $1.98
-----------------------------------------------------------
Subtotal                                           $1.98
-----------------------------------------------------------
Total                                              $1.98


To make the RingtoneFeeder as smooth an experience as
possible we have put together a few videos that will walk you
through the basics of the service as well as the process of
getting the ringtones downloaded, creating a Smart Playlist
in iTunes and finally sync the ringtones to your iPhone.

Please have a look at the video tutorials here:
http://ringtonefeeder.com/tutorials/

To get the latest ringtones, please visit:
http://ringtonefeeder.com/premium.html

In iTunes please enter the following credentials:

      Name:       tonyandrewmeyer
      Password: nothere


If you have any questions, please have a look at
http://ringtonefeeder.com/faq.html


Best regards and once again thank you for subscribing,
we hope you will enjoy the tones and welcome your feedback.


Geoff Smith

RingtoneFeeder
http://ringtonefeeder.com





",22.png,http://ringtonefeeder.com/tutorials/,1,15201.html
"

Welcome to Webby People's Voice. Vote Now!

Welcome to Webby People's Voice. Vote Now!

















Your Chance to Vote for the Best of the Internet in 2008 including Websites, Advertising, Film/Video and Mobile.
Over 100 Categories including: NetArt, Retail, Comedy, Viral, Banners, Sports and more!
You are now registered to vote. Your account has been activated.
http://pv.webbyawards.com/

	One Voice, One Vote. Please only cast one ballot per category. All voting is tabulated to ensure fairness and accuracy and the entire People's Voice voting process is overseen by Pricewaterhouse Coopers. The Webby People's Voice Awards is presented by Nokia. Your username is below.	
	

Username:tonyandrewmeyer

If you forgot your password, click here to reset it.




A Word From Our Sponsor Nokia

				  Check out Share on Ovi, a new free personal media sharing community from Nokia that makes it easy to upload, manage and share personal media through a mobile, desktop or other connected device. Share on Ovi offers a community where you can socialize, interact and collaborate and is designed for more than 100 different media types with unlimited storage and unlimited monthly uploads. Visit http://share.ovi.com.
				  








",23.png,http://pv.webbyawards.com/,1,15215.html
"

Bugzilla: confirm account creation

Bugzilla: confirm account creation
Bugzilla has received a request to create a user account
using your email address (user2.1@gvc.ceas-challenge.cc).

To confirm that you want to create an account using that email address,
visit the following link:

http://bugs.activestate.com/token.cgi?t=GJK4XI8jRl&a=request_new_account

If you are not the person who made this request, or you wish to cancel
this request, visit the following link:

http://bugs.activestate.com/token.cgi?t=GJK4XI8jRl&a=cancel_new_account

If you do nothing, the request will lapse after 3 days
(on May  2nd, 2008 at 17:04 GMT).





",24.png,http://bugs.activestate.com/token.cgi?t=GJK4XI8jRl&a=request_new_account,1,15320.html
"

Re: The user data you requested

Re: The user data you requested
Hey there,I want to cancel my order. It doesn't properly center the images and I need something that functions perfectly, not partially.My order info is below. My password has been removed.-Dovy On 10/18/07, share-it! Notification  wrote: ****************************************************************************share-it! Order number: 158731165****************************************************************************This e-mail was generated by a mail handling system. Please do not reply to the address listed in the ""From"" field.Please read the CUSTOMER SERVICE section for answers to your questions.****************************************************************************Dear Customer, Thank you for placing an order with share-it!.We are sending you the data for your customer account at share-it! as peryour request.User name: pe@dovyp.com Please use your user ID and password for future orders as well.https://ccc.shareit.com/ccc/my_account.html?languageid=1&pid=158731165 ****************************************************************************CUSTOMER SERVICEQuestions about your order, payment, or delivery?Answers to the most frequently asked questions / Contact: http://ccc.shareit.com/ccc/?languageid=1&pid=158731165Your order data: https://ccc.shareit.com/ccc/my_account.html?languageid=1&pid=158731165****************************************************************************General terms and conditions of business: http://www.shareit.com/termsconditions.html?p=158731165b6f8be422f255dSincerely,Your share-it! team_____________________________________________________________________ share-it! - a service of digital river - www.shareit.comDigital River GmbHVogelsanger Str. 78, D-50823 Cologne, GermanyCEO: John StrosahlCorporate Headquarters: Cologne / HRB 56188 / Cologne Local Court _____________________________________________________________________-- Dovy Paukstys


",25.png,https://ccc.shareit.com/ccc/my_account.html?languageid=1&pid=158731165,1,15372.html
